nohup: ignoring input
Loading files from: ../data/training_set/*/*.jpg
Image Shape: (256, 256, 3) | Generator Latent Dimension: 300
Starting Training:
19601,0.123612,0.000000,8
19602,0.124789,0.000000,9
19603,0.109823,0.000000,10
19604,0.115641,0.000000,11
19605,0.102169,0.000000,12
19606,0.118161,0.000000,13
19607,0.124945,0.000000,14
19608,0.115769,0.000000,15
19609,0.141873,0.000000,16
19610,0.130515,0.000000,17
19611,0.122750,0.000000,18
19612,0.125032,0.000000,19
19613,0.117647,0.000000,20
19614,0.117868,0.000000,21
19615,0.099298,0.000000,22
19616,0.127108,0.000000,23
19617,0.110358,0.000000,24
19618,0.122484,0.000000,25
19619,0.104377,0.000000,26
19620,0.130662,0.000000,27
19621,0.119381,0.000000,28
19622,0.117582,0.000000,29
19623,0.116527,0.000000,30
19624,0.107784,0.000000,31
19625,0.123428,0.000000,32
19626,0.118894,0.000000,33
19627,0.120187,0.000000,34
19628,0.098520,0.000000,35
19629,0.116259,0.000000,36
19630,0.110463,0.000000,37
19631,0.117015,0.000000,38
19632,0.128303,0.000000,39
19633,0.124344,0.000000,40
19634,0.112518,0.000000,41
19635,0.124192,0.000000,42
19636,0.111054,0.000000,43
19637,0.114982,0.000000,44
19638,0.112563,0.000000,45
19639,0.143127,0.000000,46
19640,0.136613,0.000000,47
19641,0.105046,0.000000,48
19642,0.132521,0.000000,49
19643,0.100846,0.000000,50
19644,0.128768,0.000000,51
19645,0.109189,0.000000,52
19646,0.124520,0.000000,53
19647,0.113840,0.000000,54
19648,0.129379,0.000000,55
19649,0.122402,0.000000,56
19650,0.122163,0.000000,57
19651,0.102438,0.000000,58
19652,0.114680,0.000000,59
19653,0.153788,0.000000,60
19654,0.095900,0.000000,61
19655,0.121186,0.000000,62
19656,0.102970,0.000000,63
19657,0.123543,0.000000,64
19658,0.142152,0.000000,65
19659,0.120924,0.000000,66
19660,0.114426,0.000000,67
19661,0.113415,0.000000,68
19662,0.103889,0.000000,69
19663,0.099002,0.000000,70
19664,0.124338,0.000000,71
19665,0.121105,0.000000,72
19666,0.151477,0.000000,73
19667,0.118142,0.000000,74
19668,0.113411,0.000000,75
19669,0.116374,0.000000,76
19670,0.110532,0.000000,77
19671,0.153116,0.000000,78
19672,0.117310,0.000000,79
19673,0.100512,0.000000,80
19674,0.122226,0.000000,81
19675,0.136767,0.000000,82
19676,0.115173,0.000000,83
19677,0.122202,0.000000,84
19678,0.114574,0.000000,85
19679,0.115884,0.000000,86
19680,0.113495,0.000000,87
19681,0.103396,0.000000,88
19682,0.108778,0.000000,89
19683,0.103884,0.000000,90
19684,0.121686,0.000000,91
19685,0.100474,0.000000,92
19686,0.105863,0.000000,93
19687,0.107387,0.000000,94
19688,0.119005,0.000000,95
19689,0.110456,0.000000,96
19690,0.112625,0.000000,97
19691,0.120247,0.000000,98
19692,0.107443,0.000000,99
19693,0.106041,0.000000,100
19694,0.108937,0.000000,102
19695,0.129714,0.000000,103
19696,0.103651,0.000000,104
19697,0.154454,0.000000,105
19698,0.124198,0.000000,106
19699,0.115407,0.000000,107
