nohup: ignoring input
Loading files from: ../data/training_set/*/*.jpg
Image Shape: (256, 256, 3) | Generator Latent Dimension: 300 | Discriminator Latent Dimension: 200
Starting Training:
1,2.516,2760.840,2.483,13,
WARNING:tensorflow:From /home/ec2-user/anaconda3/envs/tensorflow2_p36/lib/python3.6/site-packages/tensorflow/python/ops/resource_variable_ops.py:1817: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
Loading files from: ../data/test_set/*/*.jpg
Loading model: g_model_0000000001
2,17.991,83.153,9.771,61,
3,44.881,2.385,0.859,63,
4,26.576,24.689,7.249,65,
5,1.019,12.829,21.101,68,
6,23.835,0.911,1.349,70,
7,9.023,16.592,1.663,73,
8,4.375,0.918,15.766,75,
9,10.163,6.654,4.736,77,
10,2.326,1.726,1.177,80,
11,3.160,3.812,1.038,82,
12,5.869,2.814,5.373,84,
13,8.557,5.596,2.929,87,
14,2.861,1.482,1.933,89,
15,3.169,5.952,0.926,91,
16,0.682,0.706,4.503,94,
17,3.626,1.736,2.117,96,
18,1.774,1.216,1.386,99,
19,3.723,3.726,0.888,101,
20,0.766,0.662,4.192,103,
21,5.318,0.790,1.464,106,
22,0.613,1.279,1.309,108,
23,0.837,0.854,1.067,110,
24,0.338,0.278,3.235,113,
25,2.192,0.677,2.575,115,
26,0.583,0.686,0.924,118,
27,0.586,1.279,1.232,120,
28,0.929,0.405,1.327,122,
29,0.541,0.864,1.078,125,
30,0.762,0.554,1.500,127,
31,0.847,1.048,0.649,130,
32,0.426,0.315,1.324,132,
33,0.874,0.218,0.888,134,
34,0.748,0.357,1.143,137,
35,0.612,1.565,1.238,139,
36,0.335,0.369,4.851,142,
37,2.820,0.251,0.685,144,
38,0.569,2.152,0.656,147,
39,0.409,0.268,3.286,149,
40,1.668,0.582,1.826,151,
41,1.364,0.509,0.942,154,
42,0.505,1.896,0.690,156,
43,0.200,0.154,2.185,159,
44,1.593,0.255,0.856,161,
45,0.282,1.072,0.818,164,
46,0.181,0.795,0.937,166,
47,0.695,0.457,0.864,168,
48,0.615,0.584,0.965,171,
49,0.237,0.666,0.904,173,
50,0.437,0.235,1.246,176,
51,1.015,0.723,0.968,178,
52,0.107,0.955,0.724,181,
53,0.497,0.172,1.251,183,
54,1.335,0.213,0.841,185,
55,0.419,0.822,2.067,188,
56,0.205,0.599,0.940,190,
57,0.639,0.213,0.974,193,
58,0.750,0.376,0.889,195,
59,0.306,0.698,0.742,198,
60,0.342,0.184,1.788,200,
61,0.993,0.549,0.745,203,
62,0.145,0.747,1.490,205,
63,0.328,0.407,2.645,207,
64,1.152,0.258,0.761,210,
65,1.007,0.898,1.893,212,
66,0.897,1.899,2.423,215,
67,2.275,0.459,1.987,217,
68,1.477,0.961,1.595,220,
69,0.285,1.462,0.743,222,
70,0.310,0.085,1.048,225,
71,1.610,0.426,1.362,227,
72,0.231,1.071,1.222,230,
73,0.346,0.387,1.251,232,
74,2.305,0.262,0.955,235,
75,0.357,1.204,1.465,237,
76,0.283,0.491,0.875,240,
77,1.522,0.130,0.619,242,
78,0.276,0.835,0.695,244,
79,0.303,0.446,0.863,247,
80,1.144,0.413,0.711,249,
81,0.324,0.632,0.765,252,
82,0.172,0.471,0.898,254,
83,0.509,0.168,0.781,257,
84,0.446,0.428,0.675,259,
85,0.241,0.401,0.681,262,
86,0.354,0.130,0.723,264,
87,0.272,0.450,0.749,267,
88,0.606,0.297,0.620,269,
89,0.167,0.368,1.015,272,
90,0.448,0.133,0.870,274,
91,0.406,0.404,0.730,277,
92,0.111,0.384,0.675,279,
93,0.331,0.162,0.709,282,
94,0.292,0.257,0.745,284,
95,0.395,0.364,0.669,287,
96,0.328,0.427,0.683,289,
97,0.288,0.288,0.687,291,
98,0.383,0.254,0.681,294,
99,0.257,0.349,0.816,297,
100,0.297,0.251,1.067,299,
101,0.222,0.277,0.627,302,
102,0.335,0.290,0.769,304,
103,0.665,0.222,0.830,306,
104,0.133,0.469,0.642,309,
105,0.206,0.212,1.168,311,
106,0.621,0.130,0.724,314,
107,0.117,0.659,1.226,316,
108,0.534,0.179,1.523,319,
109,0.482,0.251,0.873,321,
110,0.173,0.401,1.627,324,
111,0.441,0.137,1.232,326,
112,0.348,0.401,0.627,329,
113,0.212,0.468,0.715,331,
114,0.251,0.298,0.996,334,
115,0.334,0.245,1.098,336,
116,0.539,0.404,0.706,339,
117,0.174,0.561,0.692,341,
118,0.146,0.156,1.532,344,
119,0.737,0.301,0.700,346,
120,0.330,0.691,0.795,349,
121,0.163,0.303,0.771,351,
122,0.369,0.193,0.794,354,
123,0.609,0.524,0.801,356,
124,0.137,0.768,0.763,359,
125,0.281,0.059,1.811,361,
126,1.046,0.347,0.690,364,
127,0.100,0.643,0.654,366,
128,0.298,0.144,0.757,369,
129,0.239,0.320,0.717,371,
130,0.768,0.346,0.940,374,
131,0.074,0.514,0.881,376,
132,0.720,0.145,0.727,379,
133,0.424,0.463,0.985,381,
134,0.092,0.536,0.664,384,
135,0.434,0.075,0.692,386,
136,0.235,0.487,0.685,389,
