nohup: ignoring input
Loading files from: ../data/training_set/*/*.jpg
Image Shape: (256, 256, 3) | Generator Latent Dimension: 300 | Discriminator Latent Dimension: 200
WARNING:tensorflow:No training configuration found in save file, so the model was *not* compiled. Compile it manually.
Starting Training:
3676,0.192,0.136,2.030,13,
3677,0.189,0.132,5.758,15,
3678,0.164,0.146,1.337,17,
3679,0.204,0.169,1.202,19,
3680,0.204,0.129,1.660,22,
3681,0.254,0.159,1.978,24,
3682,0.192,0.146,1.830,26,
3683,0.179,0.179,1.118,28,
3684,0.182,0.163,1.004,30,
3685,0.178,0.149,1.354,32,
3686,0.179,0.108,1.256,34,
3687,0.187,0.140,1.338,37,
3688,0.214,0.139,1.273,39,
3689,0.197,0.120,1.303,41,
3690,0.191,0.117,1.162,43,
3691,0.215,0.154,1.425,45,
3692,0.257,0.114,1.549,47,
3693,0.212,0.128,1.033,50,
3694,0.176,0.135,1.099,52,
3695,0.181,0.122,1.047,54,
3696,0.174,0.192,1.126,56,
3697,0.184,0.127,1.125,58,
3698,0.191,0.139,0.957,61,
3699,0.167,0.129,0.850,63,
3700,0.197,0.126,0.969,65,
3701,0.176,0.154,0.824,67,
3702,0.193,0.135,0.781,69,
3703,0.189,0.137,0.854,71,
3704,0.189,0.180,0.847,74,
3705,0.210,0.122,0.868,76,
3706,0.199,0.125,0.773,78,
3707,0.207,0.106,0.804,80,
3708,0.161,0.172,0.740,82,
3709,0.180,0.128,0.960,85,
3710,0.166,0.157,0.783,87,
3711,0.183,0.124,0.732,89,
3712,0.177,0.133,0.764,91,
3713,0.165,0.155,0.754,93,
3714,0.153,0.162,0.776,96,
3715,0.214,0.131,0.690,98,
3716,0.182,0.163,0.793,100,
3717,0.184,0.109,0.807,102,
3718,0.209,0.151,0.684,104,
3719,0.176,0.130,0.743,107,
3720,0.198,0.115,0.705,109,
3721,0.191,0.133,0.703,111,
3722,0.194,0.113,0.632,113,
3723,0.183,0.129,0.645,115,
3724,0.161,0.201,0.664,117,
3725,0.180,0.153,0.834,120,
3726,0.170,0.116,0.657,122,
3727,0.155,0.167,0.751,124,
3728,0.162,0.151,0.717,126,
3729,0.194,0.114,0.669,128,
3730,0.180,0.135,0.644,131,
3731,0.204,0.118,0.658,133,
3732,0.182,0.109,0.588,135,
3733,0.194,0.113,0.605,137,
3734,0.186,0.137,0.613,140,
3735,0.207,0.132,0.561,142,
3736,0.224,0.122,0.545,144,
3737,0.176,0.146,0.637,146,
3738,0.170,0.153,0.650,148,
3739,0.209,0.129,0.605,151,
3740,0.185,0.133,0.574,153,
3741,0.192,0.142,0.588,155,
3742,0.163,0.118,0.710,157,
3743,0.154,0.159,0.585,159,
3744,0.196,0.123,0.538,162,
3745,0.181,0.118,0.604,164,
3746,0.192,0.146,0.645,166,
3747,0.170,0.119,0.700,168,
3748,0.190,0.142,0.531,171,
3749,0.207,0.154,0.534,173,
3750,0.179,0.124,0.547,175,
3751,0.200,0.147,0.541,177,
3752,0.171,0.161,0.560,180,
3753,0.213,0.125,0.590,182,
3754,0.155,0.142,0.497,184,
3755,0.183,0.137,0.538,186,
3756,0.197,0.167,0.503,189,
3757,0.187,0.123,0.530,191,
3758,0.185,0.174,0.492,193,
3759,0.184,0.130,0.509,195,
3760,0.175,0.127,0.499,198,
3761,0.208,0.167,0.473,200,
3762,0.181,0.120,0.517,202,
3763,0.196,0.144,0.533,204,
3764,0.177,0.119,0.586,207,
3765,0.214,0.134,0.576,209,
3766,0.193,0.139,0.553,211,
3767,0.185,0.135,0.535,214,
3768,0.166,0.153,0.487,216,
3769,0.159,0.104,0.502,218,
3770,0.170,0.138,0.519,220,
3771,0.220,0.113,0.499,223,
3772,0.198,0.114,0.479,225,
3773,0.153,0.142,0.524,227,
3774,0.184,0.107,0.529,229,
3775,0.198,0.189,0.487,232,
3776,0.190,0.151,0.476,234,
3777,0.203,0.129,0.522,236,
3778,0.214,0.161,0.445,239,
3779,0.187,0.174,0.482,241,
3780,0.201,0.120,0.504,243,
3781,0.186,0.122,0.454,245,
3782,0.190,0.113,0.472,248,
3783,0.136,0.147,0.455,250,
3784,0.172,0.128,0.488,252,
3785,0.201,0.134,0.525,255,
3786,0.150,0.180,0.479,257,
3787,0.173,0.132,0.503,259,
